id,tournament_id,season_id,home_team_id,home_team_name,away_team_id,away_team_name,home_team_score,away_team_score,start_time
48557,,20147,38778,Complexity,38424,Natus Vincere,0,1,2022-08-20T16:35:00+00:00
48558,,20147,38483,FaZe,40280,Evil Geniuses,1,0,2022-08-21T11:00:00+00:00
48559,,20147,38828,Liquid,38424,Natus Vincere,0,1,2022-08-20T17:45:00+00:00
48620,,20147,3142,NiP,38462,Astralis,1,0,2022-08-19T12:15:00+00:00
48621,,20147,38424,Natus Vincere,38778,Complexity,0,1,2022-08-20T11:00:00+00:00
48622,,20147,38726,Vitality,3142,NiP,1,0,2022-08-19T13:50:00+00:00
48623,,20147,39186,OG,38462,Astralis,0,1,2022-08-19T15:15:00+00:00
48624,,20147,3142,NiP,38462,Astralis,0,1,2022-08-19T16:35:00+00:00
48625,,20147,38726,Vitality,38462,Astralis,0,1,2022-08-19T18:10:00+00:00
48679,,20147,38726,Vitality,39186,OG,1,0,2022-08-19T11:00:00+00:00
57461,,20764,38496,ENCE,38462,Astralis,2,1,2022-05-01T17:30:00+00:00
57522,,20764,38462,Astralis,3142,NiP,2,0,2022-04-30T14:30:00+00:00
57580,,20764,38496,ENCE,38960,Heroic,2,1,2022-04-29T14:30:00+00:00
57637,,20764,38462,Astralis,38794,Movistar Riders,2,0,2022-04-28T14:30:00+00:00
57639,,20764,3142,NiP,38780,Bad News Eagles,2,1,2022-04-28T17:15:00+00:00
57699,,20764,38960,Heroic,3085,Team NKT,2,0,2022-04-27T17:30:00+00:00
57700,,20764,38496,ENCE,2049,Copenhagen Flames,2,1,2022-04-27T14:30:00+00:00
64313,,21065,2890,MIBR,38377,G2,0,2,2022-02-06T12:00:00+00:00
64314,,21065,38424,Natus Vincere,3142,NiP,2,0,2022-02-06T14:20:00+00:00
64317,,21065,38462,Astralis,38690,BIG,0,2,2022-02-06T17:30:00+00:00
64377,,21065,38726,Vitality,38377,G2,2,1,2022-02-05T12:15:00+00:00
64378,,21065,3142,NiP,39186,OG,1,2,2022-02-05T16:05:00+00:00
64379,,21065,38690,BIG,38483,FaZe,1,2,2022-02-05T20:10:00+00:00
64426,,21065,2890,MIBR,38726,Vitality,0,2,2022-02-04T12:00:00+00:00
64427,,21065,38424,Natus Vincere,3142,NiP,1,2,2022-02-04T14:35:00+00:00
64428,,21065,38690,BIG,38462,Astralis,2,0,2022-02-04T18:30:00+00:00
64464,,21065,38424,Natus Vincere,38828,Liquid,2,0,2022-02-03T15:00:00+00:00
64465,,21065,38690,BIG,40280,Evil Geniuses,2,1,2022-02-03T17:40:00+00:00
64529,,21065,38778,Complexity,2890,MIBR,0,2,2022-02-03T12:00:00+00:00
64764,,21065,38726,Vitality,40280,Evil Geniuses,1,0,2022-01-30T14:00:00+00:00
64767,,21065,38483,FaZe,38828,Liquid,1,0,2022-01-30T15:00:00+00:00
64768,,21065,38726,Vitality,38483,FaZe,1,0,2022-01-30T16:45:00+00:00
64769,,21065,38483,FaZe,38828,Liquid,1,0,2022-01-30T20:10:00+00:00
64770,,21065,40280,Evil Geniuses,38828,Liquid,0,1,2022-01-30T18:20:00+00:00
64773,,21065,38726,Vitality,38483,FaZe,0,1,2022-01-30T22:10:00+00:00
64829,,21065,38424,Natus Vincere,2890,MIBR,0,1,2022-01-29T14:00:00+00:00
64830,,21065,38462,Astralis,39186,OG,0,1,2022-01-29T15:45:00+00:00
64831,,21065,38424,Natus Vincere,38462,Astralis,0,1,2022-01-29T18:10:00+00:00
64832,,21065,2890,MIBR,38462,Astralis,0,1,2022-01-29T20:00:00+00:00
64833,,21065,39186,OG,38462,Astralis,1,0,2022-01-29T21:35:00+00:00
64892,,21065,38377,G2,38778,Complexity,1,0,2022-01-28T14:00:00+00:00
64893,,21065,2890,MIBR,39186,OG,0,1,2022-01-29T17:00:00+00:00
64894,,21065,3142,NiP,38690,BIG,1,0,2022-01-28T15:15:00+00:00
64895,,21065,38377,G2,3142,NiP,1,0,2022-01-28T16:50:00+00:00
64896,,21065,38778,Complexity,38690,BIG,0,1,2022-01-28T18:15:00+00:00
64897,,21065,3142,NiP,38690,BIG,1,0,2022-01-28T19:30:00+00:00
64898,,21065,38377,G2,3142,NiP,1,0,2022-01-28T21:00:00+00:00
70256,,21719,39394,MAD Lions,38828,Liquid,0,2,2021-10-17T16:20:00+00:00
70257,,21719,38960,Heroic,39186,OG,2,0,2021-10-17T13:30:00+00:00
70297,,21719,38951,Virtus.pro,38828,Liquid,1,2,2021-10-16T17:45:00+00:00
70298,,21719,39394,MAD Lions,38377,G2,2,1,2021-10-16T13:30:00+00:00
70338,,21719,38960,Heroic,38895,Dignitas,2,0,2021-10-15T13:30:00+00:00
70339,,21719,38778,Complexity,39186,OG,0,2,2021-10-15T16:15:00+00:00
70388,,21719,38951,Virtus.pro,38794,Movistar Riders,2,0,2021-10-14T13:30:00+00:00
70389,,21719,38828,Liquid,38937,9z,2,0,2021-10-14T16:20:00+00:00
70390,,21719,40280,Evil Geniuses,39394,MAD Lions,0,2,2021-10-15T10:30:00+00:00
70446,,21719,39186,OG,39752,paiN,2,0,2021-10-13T14:40:00+00:00
70511,,21719,38895,Dignitas,39262,Fiend,2,0,2021-10-12T13:05:00+00:00
70512,,21719,38377,G2,2626,Lynn Vision,2,1,2021-10-13T10:30:00+00:00
70513,,21719,38778,Complexity,2890,MIBR,2,1,2021-10-12T16:00:00+00:00
70574,,21719,38960,Heroic,133658,TEAM POGGERZ,2,0,2021-10-12T10:30:00+00:00
73540,,22028,2626,Lynn Vision,39700,ViCi,0,2,2021-08-29T12:00:00+00:00
73585,,22028,2626,Lynn Vision,39484,Wings Up,2,0,2021-08-29T05:00:00+00:00
73586,,22028,2301,TYLOO,39700,ViCi,0,2,2021-08-29T08:00:00+00:00
73658,,22028,39484,Wings Up,41041,NSN Gaming,1,0,2021-08-28T06:00:00+00:00
73659,,22028,39700,ViCi,39495,After,1,0,2021-08-28T07:20:00+00:00
73660,,22028,41041,NSN Gaming,39495,After,0,1,2021-08-28T10:40:00+00:00
73661,,22028,39484,Wings Up,39495,After,1,0,2021-08-28T11:20:00+00:00
73662,,22028,39484,Wings Up,39700,ViCi,0,1,2021-08-28T08:40:00+00:00
73730,,22028,2301,TYLOO,41058,厨师大队,1,0,2021-08-27T06:00:00+00:00
73731,,22028,2301,TYLOO,2626,Lynn Vision,0,1,2021-08-27T08:40:00+00:00
73732,,22028,2626,Lynn Vision,39524,CatEvil,1,0,2021-08-27T07:20:00+00:00
73733,,22028,2301,TYLOO,39524,CatEvil,1,0,2021-08-27T11:20:00+00:00
73734,,22028,41058,厨师大队,39524,CatEvil,0,1,2021-08-27T10:00:00+00:00
71483,,21862,38778,Complexity,38483,FaZe,1,2,2021-09-26T14:30:00+00:00
71485,,21862,38424,Natus Vincere,38483,FaZe,2,0,2021-09-26T18:30:00+00:00
71542,,21862,38424,Natus Vincere,38778,Complexity,2,1,2021-09-25T14:30:00+00:00
71544,,21862,39186,OG,38483,FaZe,1,2,2021-09-25T18:30:00+00:00
71581,,21862,38483,FaZe,38778,Complexity,0,2,2021-09-24T18:20:00+00:00
71585,,21862,38424,Natus Vincere,39186,OG,2,1,2021-09-24T14:30:00+00:00
71701,,21862,38377,G2,38690,BIG,0,2,2021-09-22T14:30:00+00:00
71704,,21862,3142,NiP,38690,BIG,2,1,2021-09-22T18:30:00+00:00
71766,,21862,38377,G2,3142,NiP,1,2,2021-09-21T14:30:00+00:00
71768,,21862,2890,MIBR,38690,BIG,0,2,2021-09-21T18:30:00+00:00
71835,,21862,38377,G2,2890,MIBR,2,0,2021-09-20T14:30:00+00:00
71837,,21862,3142,NiP,38690,BIG,2,0,2021-09-20T17:30:00+00:00
71983,,21862,38462,Astralis,38828,Liquid,2,1,2021-09-18T14:30:00+00:00
71984,,21862,38726,Vitality,38462,Astralis,2,1,2021-09-18T19:20:00+00:00
72043,,21862,38462,Astralis,38726,Vitality,0,2,2021-09-17T14:30:00+00:00
72045,,21862,40280,Evil Geniuses,38828,Liquid,0,2,2021-09-17T17:30:00+00:00
72117,,21862,38462,Astralis,40280,Evil Geniuses,2,0,2021-09-16T14:30:00+00:00
72119,,21862,38726,Vitality,38828,Liquid,2,1,2021-09-16T17:30:00+00:00
73798,,22152,39618,Let's Quit,41058,厨师大队,1,2,2021-08-26T06:00:00+00:00
73799,,22152,41095,steel helmet,41041,NSN Gaming,1,2,2021-08-26T09:00:00+00:00
73881,,22152,41070,SHPL,39495,After,0,2,2021-08-25T06:00:00+00:00
73882,,22152,38852,Newhappy,39524,CatEvil,1,2,2021-08-25T09:00:00+00:00
84334,,22658,40225,RBG,41329,Pryde,2,0,2021-03-09T23:00:00+00:00
84335,,22658,40946,Rebirth Esports,40272,Secret Club,2,0,2021-03-09T23:00:00+00:00
84336,,22658,40225,RBG,40946,Rebirth Esports,2,1,2021-03-10T01:15:00+00:00
84450,,22658,41381,Flash Point,41362,The Commission,0,2,2021-03-08T23:00:00+00:00
84451,,22658,40063,Oceanus,41734,Big Chillin,2,1,2021-03-08T23:00:00+00:00
84452,,22658,41329,Pryde,41425,Tidal,2,1,2021-03-08T23:00:00+00:00
84453,,22658,40225,RBG,41399,ImPerium,2,0,2021-03-08T23:00:00+00:00
84454,,22658,40946,Rebirth Esports,41447,Washed up 5,2,0,2021-03-08T23:00:00+00:00
84455,,22658,40272,Secret Club,40424,X13,2,0,2021-03-08T23:00:00+00:00
84456,,22658,41345,Team Unknown,41483,brüh,2,0,2021-03-08T23:00:00+00:00
84457,,22658,41310,Levitate,40946,Rebirth Esports,0,2,2021-03-09T00:35:00+00:00
84458,,22658,41345,Team Unknown,40225,RBG,0,2,2021-03-09T00:50:00+00:00
84459,,22658,41411,Synergy,41310,Levitate,0,2,2021-03-08T23:00:00+00:00
84460,,22658,40272,Secret Club,41362,The Commission,2,1,2021-03-09T01:20:00+00:00
84461,,22658,40063,Oceanus,41329,Pryde,1,2,2021-03-09T02:15:00+00:00
86325,,22824,38483,FaZe,38828,Liquid,2,0,2021-02-14T15:30:00+00:00
86326,,22824,38424,Natus Vincere,38483,FaZe,2,0,2021-02-14T19:30:00+00:00
86393,,22824,38424,Natus Vincere,38483,FaZe,2,1,2021-02-13T15:30:00+00:00
86394,,22824,2890,MIBR,38828,Liquid,0,2,2021-02-13T19:00:00+00:00
86450,,22824,38424,Natus Vincere,2890,MIBR,2,1,2021-02-12T15:30:00+00:00
86451,,22824,38483,FaZe,38828,Liquid,2,0,2021-02-12T18:30:00+00:00
86565,,22824,38377,G2,40280,Evil Geniuses,1,2,2021-02-10T15:30:00+00:00
86567,,22824,38778,Complexity,40280,Evil Geniuses,2,0,2021-02-10T19:30:00+00:00
86634,,22824,38726,Vitality,40280,Evil Geniuses,1,2,2021-02-09T18:30:00+00:00
86635,,22824,38778,Complexity,38377,G2,2,0,2021-02-09T15:30:00+00:00
86716,,22824,38726,Vitality,38778,Complexity,0,2,2021-02-08T15:30:00+00:00
86718,,22824,40280,Evil Geniuses,38377,G2,0,2,2021-02-08T18:30:00+00:00
86841,,22824,38690,BIG,38462,Astralis,2,0,2021-02-06T15:30:00+00:00
86845,,22824,3142,NiP,38690,BIG,0,2,2021-02-06T19:30:00+00:00
86936,,22824,38462,Astralis,39186,OG,2,0,2021-02-05T18:30:00+00:00
86992,,22824,39186,OG,38690,BIG,0,2,2021-02-04T18:30:00+00:00
86993,,22824,38462,Astralis,3142,NiP,0,2,2021-02-04T15:30:00+00:00
86995,,22824,3142,NiP,38690,BIG,2,0,2021-02-05T15:30:00+00:00
81862,,22475,38377,G2,2842,Spirit,2,1,2021-04-18T13:30:00+00:00
81863,,22475,38960,Heroic,2433,Gambit,1,2,2021-04-18T17:50:00+00:00
81908,,22475,38960,Heroic,38937,9z,2,0,2021-04-17T13:30:00+00:00
81909,,22475,2433,Gambit,38955,FURIA,2,1,2021-04-17T16:10:00+00:00
81958,,22475,39186,OG,38377,G2,1,2,2021-04-16T13:30:00+00:00
81959,,22475,38895,Dignitas,2842,Spirit,1,2,2021-04-16T18:30:00+00:00
82014,,22475,38808,sAw,38960,Heroic,0,2,2021-04-15T13:30:00+00:00
82015,,22475,38726,Vitality,38937,9z,1,2,2021-04-15T16:05:00+00:00
82093,,22475,1720,NASR,2433,Gambit,0,2,2021-04-14T13:30:00+00:00
82095,,22475,38955,FURIA,2890,MIBR,2,0,2021-04-14T16:05:00+00:00
82155,,22475,38811,Endpoint,38377,G2,0,2,2021-04-13T13:30:00+00:00
82156,,22475,38895,Dignitas,38828,Liquid,2,0,2021-04-13T16:30:00+00:00
82159,,22475,2842,Spirit,41978,Extra Salt,2,0,2021-04-14T10:30:00+00:00
82212,,22475,38462,Astralis,39186,OG,0,2,2021-04-13T10:30:00+00:00
89868,,23059,38690,BIG,38462,Astralis,0,2,2020-12-13T15:30:00+00:00
89869,,23059,38726,Vitality,38462,Astralis,2,1,2020-12-13T19:30:00+00:00
89908,,23059,38726,Vitality,38690,BIG,2,1,2020-12-12T15:30:00+00:00
89909,,23059,38462,Astralis,38424,Natus Vincere,2,0,2020-12-12T18:30:00+00:00
89948,,23059,38462,Astralis,38377,G2,2,0,2020-12-11T15:30:00+00:00
89949,,23059,38955,FURIA,38424,Natus Vincere,0,2,2020-12-11T18:30:00+00:00
89988,,23059,38955,FURIA,39186,OG,2,1,2020-12-10T12:30:00+00:00
89989,,23059,38726,Vitality,38424,Natus Vincere,2,0,2020-12-10T15:30:00+00:00
89990,,23059,38377,G2,38690,BIG,1,2,2020-12-10T18:30:00+00:00
90033,,23059,38377,G2,38955,FURIA,2,1,2020-12-09T12:30:00+00:00
90034,,23059,39186,OG,38690,BIG,0,2,2020-12-09T15:30:00+00:00
90035,,23059,38862,MOUZ,38462,Astralis,0,2,2020-12-09T18:30:00+00:00
90074,,23059,38726,Vitality,38862,MOUZ,2,0,2020-12-08T15:30:00+00:00
90075,,23059,38424,Natus Vincere,38462,Astralis,2,1,2020-12-08T19:30:00+00:00
88423,,22938,38726,Vitality,38424,Natus Vincere,1,2,2021-01-24T15:30:00+00:00
88424,,22938,38462,Astralis,38424,Natus Vincere,0,2,2021-01-24T20:00:00+00:00
88488,,22938,38462,Astralis,38726,Vitality,2,1,2021-01-23T15:30:00+00:00
88489,,22938,38828,Liquid,38424,Natus Vincere,0,2,2021-01-23T18:30:00+00:00
88546,,22938,40280,Evil Geniuses,38828,Liquid,0,2,2021-01-22T15:30:00+00:00
88547,,22938,38424,Natus Vincere,38377,G2,2,0,2021-01-22T18:30:00+00:00
88620,,22938,38778,Complexity,38424,Natus Vincere,1,2,2021-01-21T12:30:00+00:00
88621,,22938,38462,Astralis,38377,G2,2,1,2021-01-21T15:30:00+00:00
88622,,22938,38726,Vitality,38828,Liquid,2,0,2021-01-21T20:30:00+00:00
88700,,22938,38726,Vitality,38778,Complexity,2,0,2021-01-20T12:30:00+00:00
88703,,22938,40280,Evil Geniuses,38955,FURIA,2,1,2021-01-20T17:45:00+00:00
88705,,22938,38424,Natus Vincere,38828,Liquid,0,2,2021-01-20T14:55:00+00:00
88797,,22938,38462,Astralis,40280,Evil Geniuses,2,1,2021-01-19T15:30:00+00:00
88799,,22938,38377,G2,38955,FURIA,2,1,2021-01-19T19:10:00+00:00
90432,,23180,38955,FURIA,38828,Liquid,2.0,1.0,2020-11-29T15:30:00+00:00
90433,,23180,38862,MOUZ,38831,Cloud9,2.0,0.0,2020-11-29T18:30:00+00:00
90460,,23180,2890,MIBR,38828,Liquid,0.0,2.0,2020-11-28T15:30:00+00:00
90461,,23180,38778,Complexity,38831,Cloud9,1.0,2.0,2020-11-28T18:30:00+00:00
90506,,23180,38951,Virtus.pro,38955,FURIA,1.0,2.0,2020-11-27T15:30:00+00:00
90508,,23180,38862,MOUZ,38960,Heroic,2.0,1.0,2020-11-27T18:30:00+00:00
90542,,23180,40280,Evil Geniuses,38811,Endpoint,,,2020-11-26T18:30:00+00:00
90543,,23180,38960,Heroic,38811,Endpoint,2.0,1.0,2020-11-26T18:30:00+00:00
90544,,23180,38828,Liquid,39394,MAD Lions,2.0,1.0,2020-11-26T15:30:00+00:00
90585,,23180,3142,NiP,38831,Cloud9,0.0,2.0,2020-11-25T15:30:00+00:00
90586,,23180,38862,MOUZ,38908,GODSENT,2.0,0.0,2020-11-25T12:30:00+00:00
90587,,23180,38483,FaZe,2890,MIBR,0.0,2.0,2020-11-25T18:30:00+00:00
90609,,23180,38778,Complexity,38436,Sprout,2.0,0.0,2020-11-24T12:30:00+00:00
90610,,23180,38955,FURIA,39876,Isurus,2.0,1.0,2020-11-24T18:30:00+00:00
90611,,23180,2842,Spirit,38951,Virtus.pro,1.0,2.0,2020-11-24T15:30:00+00:00
91308,,23403,38377,G2,2890,MIBR,2,1,2020-11-04T15:30:00+00:00
91313,,23403,38462,Astralis,38377,G2,0,2,2020-11-04T20:30:00+00:00
91344,,23403,38462,Astralis,38377,G2,2,1,2020-11-03T15:30:00+00:00
91345,,23403,2890,MIBR,38955,FURIA,2,1,2020-11-03T18:30:00+00:00
91371,,23403,38462,Astralis,2890,MIBR,2,1,2020-11-02T15:30:00+00:00
91372,,23403,38955,FURIA,38377,G2,0,2,2020-11-02T19:30:00+00:00
91428,,23403,38690,BIG,38778,Complexity,2,0,2020-10-31T15:30:00+00:00
91429,,23403,38726,Vitality,38690,BIG,2,1,2020-10-31T19:30:00+00:00
91465,,23403,38726,Vitality,38690,BIG,2,0,2020-10-30T15:30:00+00:00
91466,,23403,38778,Complexity,38483,FaZe,2,0,2020-10-30T18:30:00+00:00
91506,,23403,38424,Natus Vincere,3142,NiP,2,1,2020-10-28T15:30:00+00:00
91508,,23403,39186,OG,38424,Natus Vincere,2,1,2020-10-28T19:30:00+00:00
91509,,23403,38726,Vitality,38778,Complexity,2,1,2020-10-29T15:30:00+00:00
91510,,23403,38690,BIG,38483,FaZe,2,1,2020-10-29T18:30:00+00:00
91618,,23403,38424,Natus Vincere,39186,OG,0,2,2020-10-27T15:30:00+00:00
91683,,23403,38424,Natus Vincere,3142,NiP,2,0,2020-10-26T15:30:00+00:00
91684,,23403,40280,Evil Geniuses,39186,OG,1,2,2020-10-26T18:30:00+00:00
91687,,23403,3142,NiP,40280,Evil Geniuses,2,0,2020-10-27T18:30:00+00:00
98568,,23477,2890,MIBR,40280,Evil Geniuses,0,2,2020-06-21T22:30:00+00:00
98650,,23477,38955,FURIA,40280,Evil Geniuses,1,2,2020-06-20T21:30:00+00:00
98745,,23477,2890,MIBR,40280,Evil Geniuses,2,1,2020-06-19T21:30:00+00:00
98817,,23477,38955,FURIA,38828,Liquid,2,1,2020-06-18T21:30:00+00:00
98904,,23477,38828,Liquid,40280,Evil Geniuses,1,2,2020-06-17T21:30:00+00:00
98979,,23477,38955,FURIA,2890,MIBR,0,2,2020-06-16T21:30:00+00:00
98563,,23672,38483,FaZe,38726,Vitality,0,2,2020-06-21T14:30:00+00:00
98564,,23672,38778,Complexity,38726,Vitality,2,1,2020-06-21T18:30:00+00:00
98649,,23672,38424,Natus Vincere,38726,Vitality,1,2,2020-06-20T17:05:00+00:00
98651,,23672,38778,Complexity,38483,FaZe,2,0,2020-06-20T14:30:00+00:00
98740,,23672,38377,G2,38424,Natus Vincere,1,2,2020-06-19T14:30:00+00:00
98743,,23672,3142,NiP,38726,Vitality,0,2,2020-06-19T18:20:00+00:00
98815,,23672,38726,Vitality,38483,FaZe,0,2,2020-06-18T17:30:00+00:00
98816,,23672,38424,Natus Vincere,38778,Complexity,1,2,2020-06-18T14:30:00+00:00
98902,,23672,38377,G2,38496,ENCE,2,1,2020-06-17T14:30:00+00:00
98903,,23672,3142,NiP,39186,OG,2,0,2020-06-17T17:45:00+00:00
98977,,23672,38424,Natus Vincere,3142,NiP,2,0,2020-06-16T14:30:00+00:00
98978,,23672,38778,Complexity,39186,OG,2,1,2020-06-16T17:30:00+00:00
99069,,23672,38483,FaZe,38496,ENCE,2,1,2020-06-15T17:30:00+00:00
99070,,23672,38377,G2,38726,Vitality,0,2,2020-06-15T14:30:00+00:00
35559,,18171,40141,Detonate,78277,skriptovie,2.0,0.0,2023-02-15T17:00:00+00:00
35560,,18171,40262,timbermen,42127,Cartel terranza,2.0,0.0,2023-02-15T17:00:00+00:00
35565,,18171,40375,Strife Esports,40291,4ORMULA,2.0,1.0,2023-02-15T17:00:00+00:00
35572,,18171,40141,Detonate,40262,timbermen,0.0,1.0,2023-02-15T20:00:00+00:00
35574,,18171,40262,timbermen,39540,Mythic,,,2023-02-15T22:30:00+00:00
35575,,18171,39540,Mythic,40375,Strife Esports,1.0,0.0,2023-02-15T21:00:00+00:00
142026,,40135,38831,Cloud9,38496,ENCE,2,0,2023-12-13T06:00:00+00:00
142027,,40135,38726,Vitality,38424,Natus Vincere,2,0,2023-12-13T08:25:00+00:00
142028,,40135,38483,FaZe,38960,Heroic,2,0,2023-12-13T10:40:00+00:00
142029,,40135,38862,MOUZ,38377,G2,0,2,2023-12-13T13:05:00+00:00
144218,,40135,38831,Cloud9,38862,MOUZ,0,2,2023-12-15T09:00:00+00:00
144237,,40135,38424,Natus Vincere,38377,G2,2,1,2023-12-15T11:05:00+00:00
144242,,40135,38483,FaZe,38377,G2,2,1,2023-12-14T13:25:00+00:00
144244,,40135,38862,MOUZ,38483,FaZe,0,2,2023-12-16T11:30:00+00:00
144450,,40135,38960,Heroic,38862,MOUZ,0,2,2023-12-14T11:30:00+00:00
144451,,40135,38831,Cloud9,38726,Vitality,0,2,2023-12-14T09:10:00+00:00
144452,,40135,38496,ENCE,38424,Natus Vincere,1,2,2023-12-14T06:00:00+00:00
145293,,40135,38424,Natus Vincere,38726,Vitality,0,2,2023-12-16T14:30:00+00:00
145582,,40135,38483,FaZe,38726,Vitality,0,2,2023-12-17T14:00:00+00:00
5269,,13074,38690,BIG,38831,Cloud9,0.0,2.0,2023-10-08T16:00:00+00:00
5367,,13074,38831,Cloud9,38377,G2,2.0,1.0,2023-10-07T13:00:00+00:00
5529,,13074,38690,BIG,38496,ENCE,2.0,0.0,2023-10-06T13:00:00+00:00
5778,,13074,38831,Cloud9,38794,Movistar Riders,2.0,0.0,2023-10-05T13:00:00+00:00
5780,,13074,38377,G2,39186,OG,2.0,1.0,2023-10-05T15:30:00+00:00
6045,,13074,38496,ENCE,41952,Victory Zigzag,,,2023-10-04T16:00:00+00:00
6048,,13074,38496,ENCE,42048,Alliance,2.0,0.0,2023-10-04T15:20:00+00:00
6054,,13074,38719,9INE,38690,BIG,0.0,2.0,2023-10-04T13:00:00+00:00
34922,,16671,41527,Eruption,3085,Team NKT,2,0,2023-02-19T12:00:00+00:00
35066,,16671,38913,IHC Esports,41527,Eruption,2,0,2023-02-18T13:00:00+00:00
35068,,16671,3085,Team NKT,41168,Renewal,2,1,2023-02-19T08:00:00+00:00
35187,,16671,41156,Clutch Gaming,41813,Team VLADIVOSTOK,0,1,2023-02-17T12:30:00+00:00
35189,,16671,38913,IHC Esports,41550,Kintsugi,1,0,2023-02-17T12:30:00+00:00
35191,,16671,41527,Eruption,40279,ILIN,1,0,2023-02-17T13:30:00+00:00
35193,,16671,3085,Team NKT,41168,Renewal,1,0,2023-02-17T13:30:00+00:00
35194,,16671,38913,IHC Esports,41813,Team VLADIVOSTOK,1,0,2023-02-17T14:45:00+00:00
35198,,16671,41527,Eruption,3085,Team NKT,1,0,2023-02-17T15:45:00+00:00
35200,,16671,41550,Kintsugi,41156,Clutch Gaming,2,1,2023-02-18T06:00:00+00:00
35201,,16671,40279,ILIN,41168,Renewal,1,2,2023-02-18T06:00:00+00:00
35210,,16671,3085,Team NKT,41550,Kintsugi,2,0,2023-02-18T10:45:00+00:00
35211,,16671,41813,Team VLADIVOSTOK,41168,Renewal,0,2,2023-02-18T10:45:00+00:00
34105,,15889,42104,Twisted Minds,42522,Ooredoo Thunders,2.0,0.0,2023-02-26T15:00:00+00:00
34195,,15889,41590,Divine Vendetta,40849,Bravado,2.0,0.0,2023-02-25T13:00:00+00:00
34196,,15889,39935,Invictus Int,42104,Twisted Minds,2.0,0.0,2023-02-25T13:00:00+00:00
34197,,15889,42522,Ooredoo Thunders,42509,GHOSTSFACES,1.0,0.0,2023-02-25T13:00:00+00:00
34198,,15889,41590,Divine Vendetta,42522,Ooredoo Thunders,0.0,2.0,2023-02-25T16:30:00+00:00
34304,,15889,41590,Divine Vendetta,41675,DNMK,,,2023-02-24T13:00:00+00:00
34306,,15889,39935,Invictus Int,42509,GHOSTSFACES,1.0,0.0,2023-02-24T13:00:00+00:00
34307,,15889,41980,Goliath,42104,Twisted Minds,0.0,1.0,2023-02-24T14:30:00+00:00
34308,,15889,42522,Ooredoo Thunders,40849,Bravado,1.0,0.0,2023-02-24T14:30:00+00:00
34309,,15889,39935,Invictus Int,41590,Divine Vendetta,1.0,0.0,2023-02-24T16:00:00+00:00
34310,,15889,42522,Ooredoo Thunders,42104,Twisted Minds,0.0,1.0,2023-02-24T16:05:00+00:00
34311,,15889,42509,GHOSTSFACES,41675,DNMK,2.0,0.0,2023-02-24T17:30:00+00:00
139309,,39535,38726,Vitality,38831,Cloud9,2,1,2023-11-25T14:30:00+00:00
139334,,39535,38483,FaZe,38778,Complexity,2,1,2023-11-25T18:40:00+00:00
140249,,39535,38726,Vitality,38483,FaZe,2,0,2023-11-26T16:00:00+00:00
210631,,45024,38424,Natus Vincere,38462,Astralis,3,0,2024-06-12T11:30:00+00:00
210632,,45024,38726,Vitality,38951,Virtus.pro,1,3,2024-06-12T14:50:00+00:00
210633,,45024,2842,Spirit,38377,G2,2,1,2024-06-12T19:30:00+00:00
210634,,45024,38483,FaZe,38808,sAw,2,1,2024-06-12T12:50:00+00:00
212036,,45024,38483,FaZe,38424,Natus Vincere,2,1,2024-06-13T15:00:00+00:00
212037,,45024,38808,sAw,38462,Astralis,1,2,2024-06-13T09:15:00+00:00
212049,,45024,38951,Virtus.pro,2842,Spirit,1,2,2024-06-13T20:00:00+00:00
212052,,45024,38726,Vitality,38377,G2,3,1,2024-06-13T17:15:00+00:00
212089,,45024,38483,FaZe,38726,Vitality,2,2,2024-06-14T16:30:00+00:00
212097,,45024,38462,Astralis,38951,Virtus.pro,1,1,2024-06-14T17:45:00+00:00
212145,,45024,2842,Spirit,38726,Vitality,2,1,2024-06-15T15:30:00+00:00
212160,,45024,38424,Natus Vincere,38951,Virtus.pro,2,0,2024-06-15T21:10:00+00:00
212213,,45024,2842,Spirit,38424,Natus Vincere,2,1,2024-06-16T16:30:00+00:00
226645,,56090,2842,Spirit,38749,Fnatic,2,0,2025-01-14T19:15:00+00:00
226646,,56090,295600,3DMAX,38960,Heroic,1,2,2025-01-14T13:10:00+00:00
226647,,56090,38828,Liquid,39249,9 Pandas,2,0,2025-01-14T16:30:00+00:00
226648,,56090,38462,Astralis,346971,Wildcard,2,0,2025-01-15T11:00:00+00:00
226649,,56090,328926,FlyQuest,2890,MIBR,2,0,2025-01-14T11:00:00+00:00
226651,,56090,38726,Vitality,41832,Metizport,2,0,2025-01-15T18:30:00+00:00
226654,,56090,38778,Complexity,38951,Virtus.pro,0,2,2025-01-16T11:00:00+00:00
226656,,56090,38808,sAw,38690,BIG,0,2,2025-01-15T13:15:00+00:00
226658,,56090,38967,Falcons Esports,38496,ENCE,2,0,2025-01-15T16:00:00+00:00
226660,,56090,39752,paiN,38718,GamerLegion,2,1,2025-01-17T11:00:00+00:00
226665,,56090,38483,FaZe,41107,M80,2,1,2025-01-16T15:35:00+00:00
226667,,56090,38861,Eternal Fire,41003,Fluxo,2,0,2025-01-16T13:25:00+00:00
226668,,56090,38424,Natus Vincere,338441,Imperial Female,2,0,2025-01-16T18:30:00+00:00
226669,,56090,38955,FURIA,38773,Nemiga,2,1,2025-01-17T14:00:00+00:00
